genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000003925,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000003955,11,['12', '7', '2', '3', '2', '3', '1', '4', '1', '2', '0'],,,,,,,,,,
GCA_000215105,4,['6', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000215325,8,['6', '2', '2', '2', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000215345,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000215645,5,['12', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000215665,8,['10', '5', '2', '2', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000215705,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000215745,5,['7', '2', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000215895,19,['6', '4', '1', '3', '1', '2', '1', '1', '2', '1', '2', '3', '4', '4', '2', '2', '1', '1', '0'],,
GCA_000215975,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000217615,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000217635,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000217655,3,['15', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000217675,7,['10', '10', '6', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000217795,6,['11', '2', '1', '1', '2', '0'],,,,,,,,,,,,,,,
GCA_000217815,4,['11', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000217835,17,['9', '3', '3', '2', '2', '2', '2', '1', '1', '3', '4', '8', '5', '6', '4', '5', '0'],,,,
GCA_000218265,9,['8', '4', '4', '1', '1', '4', '1', '2', '0'],,,,,,,,,,,,
GCA_000218305,4,['9', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000218545,6,['6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000218565,5,['6', '5', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000218585,5,['7', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000218625,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000218645,21,['4', '3', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000218855,11,['6', '5', '4', '2', '3', '2', '4', '2', '2', '1', '0'],,,,,,,,,,
GCA_000218875,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000218895,7,['13', '8', '11', '6', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000218915,4,['11', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000219045,5,['4', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000219105,7,['7', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000219175,4,['6', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000219195,4,['4', '1', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000219215,4,['10', '8', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000219355,5,['7', '4', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000219375,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000219455,6,['7', '2', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000219515,9,['5', '3', '4', '6', '11', '12', '3', '1', '0'],,,,,,,,,,,,
GCA_000219535,4,['10', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000219585,5,['10', '5', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000219605,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000219645,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000219705,5,['9', '5', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000219725,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000219765,3,['14', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000219785,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000219805,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000219855,4,['10', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000219875,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000219915,8,['4', '3', '2', '1', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000220005,5,['10', '11', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000220025,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000220105,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000220135,3,['9', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000220485,7,['8', '3', '3', '3', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000220625,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000220885,4,['8', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000220945,6,['9', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000220965,7,['3', '4', '4', '1', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000221005,9,['8', '1', '1', '4', '4', '5', '4', '1', '0'],,,,,,,,,,,,
GCA_000221025,6,['6', '2', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000221045,5,['8', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000221205,6,['4', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000221625,3,['12', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000221645,6,['12', '8', '5', '6', '5', '0'],,,,,,,,,,,,,,,
GCA_000221965,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000221985,3,['8', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000222305,8,['3', '3', '3', '1', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000222485,4,['7', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000222835,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000222975,7,['9', '7', '6', '6', '5', '2', '0'],,,,,,,,,,,,,,
GCA_000223195,4,['8', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000223215,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000223375,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000223885,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000224005,21,['4', '3', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000224085,4,['8', '9', '7', '0'],,,,,,,,,,,,,,,,,
GCA_000224105,8,['8', '2', '1', '1', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000224435,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000224535,5,['8', '2', '3', '3', '0'],,,,,,,,,,,,,,,,
GCA_000224555,5,['7', '4', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000224575,7,['4', '4', '3', '4', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000224675,7,['10', '5', '6', '8', '9', '2', '0'],,,,,,,,,,,,,,
GCA_000224745,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000224965,6,['5', '3', '3', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000224985,6,['8', '8', '10', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000225265,7,['7', '3', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000225325,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000225345,5,['15', '14', '6', '1', '0'],,,,,,,,,,,,,,,,
GCA_000225445,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000225465,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000225915,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000225955,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000226035,6,['6', '3', '5', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000226155,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000226275,6,['5', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000226295,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000226315,6,['5', '5', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000226565,6,['10', '6', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000226605,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000226625,3,['11', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000227175,3,['13', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000227465,5,['9', '12', '8', '2', '0'],,,,,,,,,,,,,,,,
GCA_000227485,5,['15', '9', '7', '1', '0'],,,,,,,,,,,,,,,,
GCA_000227605,5,['12', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000227625,6,['8', '9', '12', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000227645,5,['10', '6', '4', '3', '0'],,,,,,,,,,,,,,,,
GCA_000227665,11,['7', '5', '2', '2', '3', '1', '1', '1', '1', '1', '0'],,,,,,,,,,
GCA_000227685,4,['6', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000227705,4,['10', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000227745,5,['5', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000230275,4,['3', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000230295,5,['8', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000230555,5,['9', '6', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000230655,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000230695,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000230875,15,['4', '8', '5', '3', '1', '1', '2', '2', '4', '7', '9', '6', '2', '1', '0'],,,,,,
GCA_000230895,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000230975,5,['9', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000230995,3,['10', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000231175,4,['8', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000231215,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000231385,5,['18', '9', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000231405,4,['12', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000231865,6,['10', '9', '5', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000231885,6,['9', '3', '3', '3', '3', '0'],,,,,,,,,,,,,,,
GCA_000231905,6,['10', '6', '10', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000231925,7,['14', '6', '5', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000233435,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000233575,5,['5', '3', '5', '4', '0'],,,,,,,,,,,,,,,,
GCA_000233595,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000233715,6,['13', '7', '3', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000233735,5,['13', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000233755,8,['6', '2', '1', '1', '3', '1', '1', '0'],,,,,,,,,,,,,
GCA_000233775,5,['11', '10', '5', '1', '0'],,,,,,,,,,,,,,,,
GCA_000233875,5,['16', '12', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000233895,6,['10', '10', '12', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000233915,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000234725,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000234745,7,['7', '3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000234825,8,['6', '2', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000235405,2,['8', '0'],,,,,,,,,,,,,,,,,,,
GCA_000235585,6,['15', '15', '7', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000235605,3,['10', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000235765,12,['11', '5', '5', '3', '4', '5', '5', '3', '2', '1', '1', '0'],,,,,,,,,
GCA_000236065,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000236215,4,['10', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000236255,9,['11', '5', '3', '2', '3', '4', '1', '1', '0'],,,,,,,,,,,,
GCA_000236405,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000236475,5,['10', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000236585,4,['10', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000236605,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000236645,9,['13', '6', '4', '5', '2', '1', '3', '1', '0'],,,,,,,,,,,,
GCA_000236665,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000236685,3,['15', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000236705,5,['7', '3', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000236925,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000237065,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000237085,4,['8', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000237125,3,['2', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000237145,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000237205,6,['10', '6', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000237265,6,['5', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000237285,5,['6', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000237305,21,['8', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']
GCA_000237325,5,['16', '8', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000237365,5,['7', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000237845,6,['6', '4', '3', '3', '3', '0'],,,,,,,,,,,,,,,
GCA_000237975,2,['9', '0'],,,,,,,,,,,,,,,,,,,
GCA_000237995,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000238175,5,['8', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000238195,7,['9', '5', '6', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000238215,5,['15', '11', '11', '2', '0'],,,,,,,,,,,,,,,,
GCA_000238975,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000238995,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000239175,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000239195,5,['7', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000239235,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000239475,5,['5', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000239975,7,['9', '6', '9', '5', '3', '2', '0'],,,,,,,,,,,,,,
GCA_000240015,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000240035,21,['5', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000240055,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000240075,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000240165,6,['7', '4', '1', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000240185,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000240325,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000241025,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000241055,9,['5', '4', '1', '2', '3', '4', '3', '1', '0'],,,,,,,,,,,,
GCA_000241125,7,['8', '7', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000241385,8,['14', '10', '4', '2', '3', '1', '1', '0'],,,,,,,,,,,,,
GCA_000241585,5,['9', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000241785,5,['8', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000241855,3,['10', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000241875,6,['14', '13', '5', '5', '1', '0'],,,,,,,,,,,,,,,
GCA_000241895,5,['14', '13', '7', '1', '0'],,,,,,,,,,,,,,,,
GCA_000241915,4,['13', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000241935,5,['19', '8', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000241955,4,['8', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000242255,4,['10', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000242335,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000242455,4,['9', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000242595,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000242635,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000242775,4,['14', '12', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000242855,11,['7', '5', '3', '3', '6', '6', '7', '5', '2', '1', '0'],,,,,,,,,,
GCA_000242895,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000242915,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000242935,5,['9', '6', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000243075,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000243115,17,['5', '5', '3', '2', '2', '3', '2', '1', '1', '1', '4', '3', '4', '5', '1', '2', '0'],,,,
GCA_000243135,4,['15', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000243155,4,['16', '7', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000244875,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000245495,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000245515,6,['6', '9', '9', '10', '2', '0'],,,,,,,,,,,,,,,
GCA_000245535,11,['7', '4', '5', '4', '5', '11', '8', '4', '1', '1', '0'],,,,,,,,,,
GCA_000246755,4,['9', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000246775,6,['13', '7', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000246795,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000246815,6,['11', '7', '4', '4', '2', '0'],,,,,,,,,,,,,,,
GCA_000246835,7,['10', '3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000246855,9,['9', '4', '3', '4', '3', '4', '1', '1', '0'],,,,,,,,,,,,
GCA_000247565,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000247605,4,['12', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000247715,4,['10', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000248095,8,['12', '10', '3', '4', '4', '2', '1', '0'],,,,,,,,,,,,,
GCA_000248375,4,['16', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000248415,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000248435,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000250635,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000250655,6,['8', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000250675,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000250715,4,['10', '7', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000250855,8,['9', '4', '5', '6', '13', '5', '3', '0'],,,,,,,,,,,,,
GCA_000250905,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000250925,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000250945,5,['7', '6', '5', '3', '0'],,,,,,,,,,,,,,,,
GCA_000251025,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000251085,4,['13', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000252365,7,['5', '2', '3', '2', '3', '2', '0'],,,,,,,,,,,,,,
GCA_000252445,5,['12', '2', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000252855,3,['5', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000252875,12,['8', '8', '3', '6', '4', '11', '5', '3', '1', '1', '1', '0'],,,,,,,,,
GCA_000252955,8,['11', '10', '4', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000252975,5,['6', '4', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000252995,9,['4', '3', '3', '5', '7', '7', '4', '1', '0'],,,,,,,,,,,,
GCA_000253015,5,['3', '1', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000253035,3,['9', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000253075,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000253095,6,['3', '2', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000253115,6,['4', '4', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000253135,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000253155,5,['9', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000253175,5,['6', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000253195,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000253215,9,['6', '3', '4', '5', '7', '7', '4', '2', '0'],,,,,,,,,,,,
GCA_000253235,4,['6', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000253255,5,['11', '2', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000253275,5,['7', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000253295,7,['7', '4', '3', '1', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000253315,6,['11', '7', '8', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000253335,9,['8', '3', '3', '4', '7', '7', '2', '1', '0'],,,,,,,,,,,,
GCA_000253355,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000253375,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000253395,5,['9', '5', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_000255115,3,['10', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000255135,4,['5', '3', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000255155,6,['11', '7', '6', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000255175,4,['15', '11', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000255195,5,['12', '5', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000255215,4,['15', '7', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000255235,7,['15', '12', '13', '8', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000255255,5,['19', '9', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000255275,6,['18', '5', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000255295,11,['8', '2', '1', '2', '2', '1', '2', '2', '2', '1', '0'],,,,,,,,,,
GCA_000255475,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000255535,6,['9', '2', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000255615,3,['11', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000255915,8,['10', '6', '6', '6', '4', '2', '2', '0'],,,,,,,,,,,,,
GCA_000255935,4,['13', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000255955,5,['5', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000257275,7,['13', '12', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000257545,5,['9', '1', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000258025,5,['8', '15', '9', '1', '0'],,,,,,,,,,,,,,,,
GCA_000258125,7,['9', '6', '6', '6', '10', '3', '0'],,,,,,,,,,,,,,
GCA_000258145,5,['11', '10', '8', '2', '0'],,,,,,,,,,,,,,,,
GCA_000258245,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000258365,14,['4', '4', '3', '1', '2', '3', '6', '8', '9', '5', '1', '1', '1', '0'],,,,,,,
GCA_000258385,5,['11', '1', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000258405,7,['5', '5', '3', '3', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000258685,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000258725,11,['6', '4', '1', '2', '4', '5', '5', '6', '2', '1', '0'],,,,,,,,,,
GCA_000258885,5,['5', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000258905,6,['9', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000259155,5,['16', '7', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000259175,10,['8', '4', '2', '2', '2', '1', '2', '1', '1', '0'],,,,,,,,,,,
GCA_000259235,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000259255,6,['6', '3', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000259275,4,['6', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000259345,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000259365,4,['11', '11', '5', '0'],,,,,,,,,,,,,,,,,
GCA_000259545,11,['8', '6', '4', '3', '4', '4', '5', '4', '1', '1', '0'],,,,,,,,,,
GCA_000260515,4,['9', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000260715,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000260925,8,['13', '5', '6', '8', '6', '3', '2', '0'],,,,,,,,,,,,,
GCA_000260965,16,['8', '4', '6', '2', '1', '2', '2', '1', '2', '3', '5', '1', '1', '1', '1', '0'],,,,,
GCA_000260985,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000261025,5,['10', '6', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000261045,5,['8', '5', '2', '3', '0'],,,,,,,,,,,,,,,,
GCA_000261345,7,['6', '3', '3', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000262125,5,['9', '14', '7', '1', '0'],,,,,,,,,,,,,,,,
GCA_000262145,5,['10', '6', '7', '4', '0'],,,,,,,,,,,,,,,,
GCA_000262165,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000262205,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000262305,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000262325,4,['10', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000262385,6,['10', '11', '10', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000262655,8,['3', '6', '3', '1', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000262675,6,['8', '3', '6', '6', '1', '0'],,,,,,,,,,,,,,,
GCA_000262695,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000262715,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000263195,5,['7', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000263215,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000263675,4,['10', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000263695,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
