genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,10,['9', '9', '6', '3', '1', '2', '1', '3', '2', '0'],,,,,,,,,,,
GCA_000148875,5,['6', '5', '5', '3', '0'],,,,,,,,,,,,,,,,
GCA_000148895,5,['7', '5', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_000148915,7,['8', '2', '4', '2', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000148935,7,['5', '4', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000152065,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000152165,12,['9', '10', '6', '5', '7', '5', '5', '6', '4', '4', '1', '0'],,,,,,,,,
GCA_000152245,6,['8', '7', '9', '4', '2', '0'],,,,,,,,,,,,,,,
GCA_000152825,5,['9', '3', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000152925,4,['9', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000152945,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000153125,3,['12', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000153165,5,['8', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000153405,14,['4', '1', '2', '4', '3', '3', '6', '3', '3', '2', '1', '1', '1', '0'],,,,,,,
GCA_000153485,3,['4', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000153625,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000153685,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000154585,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000154605,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000154705,6,['5', '2', '1', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000154745,7,['5', '2', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000154765,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000154785,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000155125,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000155515,5,['5', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000155675,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000155735,6,['8', '7', '5', '5', '2', '0'],,,,,,,,,,,,,,,
GCA_000156855,10,['10', '12', '6', '5', '6', '7', '6', '4', '2', '0'],,,,,,,,,,,
GCA_000157355,7,['3', '1', '1', '1', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000157895,21,['4', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']
GCA_000158275,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000159155,7,['9', '6', '4', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000159335,8,['5', '3', '5', '5', '3', '4', '1', '0'],,,,,,,,,,,,,
GCA_000159455,7,['3', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000159535,8,['10', '9', '3', '2', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000159695,6,['5', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000160195,7,['10', '7', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000160335,8,['10', '9', '5', '2', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000160775,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000160895,6,['12', '9', '5', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000160915,8,['13', '11', '9', '3', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000160935,5,['15', '11', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000160955,5,['15', '9', '5', '1', '0'],,,,,,,,,,,,,,,,
GCA_000160975,8,['10', '12', '6', '2', '2', '4', '1', '0'],,,,,,,,,,,,,
GCA_000160995,7,['13', '11', '8', '4', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000161015,5,['12', '8', '7', '2', '0'],,,,,,,,,,,,,,,,
GCA_000161035,7,['12', '15', '6', '3', '4', '1', '0'],,,,,,,,,,,,,,
GCA_000161055,6,['10', '12', '10', '7', '4', '0'],,,,,,,,,,,,,,,
GCA_000161075,7,['12', '11', '7', '3', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000161095,8,['11', '8', '3', '5', '3', '2', '1', '0'],,,,,,,,,,,,,
GCA_000161115,6,['13', '11', '5', '4', '2', '0'],,,,,,,,,,,,,,,
GCA_000161135,9,['15', '10', '7', '4', '2', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000161155,5,['14', '7', '6', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161175,7,['12', '11', '8', '3', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000161195,8,['13', '8', '6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000161215,7,['15', '7', '4', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000161235,6,['12', '10', '3', '4', '2', '0'],,,,,,,,,,,,,,,
GCA_000161255,8,['9', '11', '5', '4', '4', '3', '3', '0'],,,,,,,,,,,,,
GCA_000161275,6,['11', '13', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000161295,11,['15', '7', '5', '4', '4', '1', '1', '2', '1', '1', '0'],,,,,,,,,,
GCA_000161315,8,['11', '15', '6', '3', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000161335,8,['15', '9', '6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000161355,8,['11', '13', '9', '4', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000161375,6,['14', '12', '7', '5', '1', '0'],,,,,,,,,,,,,,,
GCA_000161395,14,['13', '8', '6', '6', '4', '2', '5', '3', '2', '2', '2', '2', '2', '0'],,,,,,,
GCA_000161415,6,['13', '10', '6', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000161435,8,['16', '10', '3', '3', '3', '1', '1', '0'],,,,,,,,,,,,,
GCA_000161455,9,['18', '7', '3', '2', '3', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000161475,9,['13', '8', '7', '5', '3', '1', '1', '2', '0'],,,,,,,,,,,,
GCA_000161495,6,['17', '8', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000161515,5,['15', '13', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000161535,9,['16', '11', '3', '2', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000161555,5,['14', '11', '6', '3', '0'],,,,,,,,,,,,,,,,
GCA_000161575,5,['12', '10', '5', '5', '0'],,,,,,,,,,,,,,,,
GCA_000161595,7,['16', '9', '3', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000161615,5,['16', '13', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000161635,10,['13', '10', '5', '3', '3', '2', '2', '1', '1', '0'],,,,,,,,,,,
GCA_000161655,6,['16', '11', '5', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000161675,7,['13', '9', '5', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000161695,8,['16', '10', '5', '5', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000161715,7,['17', '8', '4', '3', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000161735,5,['16', '8', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000161795,5,['7', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000162235,4,['10', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000163055,5,['10', '6', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000163615,9,['6', '4', '3', '3', '3', '3', '1', '1', '0'],,,,,,,,,,,,
GCA_000163895,5,['6', '5', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000163915,13,['9', '3', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '0'],,,,,,,,
GCA_000163975,9,['7', '5', '1', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000163995,5,['10', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000164155,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000164395,8,['4', '2', '1', '1', '3', '3', '1', '0'],,,,,,,,,,,,,
GCA_000164675,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000164695,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000164865,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000164885,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000164905,7,['6', '5', '7', '7', '6', '2', '0'],,,,,,,,,,,,,,
GCA_000164965,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000164985,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000165465,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000165485,7,['8', '5', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000165505,3,['12', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000165525,9,['6', '4', '4', '4', '3', '2', '3', '1', '0'],,,,,,,,,,,,
GCA_000165575,13,['7', '4', '3', '4', '2', '1', '2', '2', '4', '4', '2', '1', '0'],,,,,,,,
GCA_000165595,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000165715,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000165775,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000165815,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000165835,4,['9', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000165905,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000165925,7,['7', '9', '8', '5', '4', '2', '0'],,,,,,,,,,,,,,
GCA_000166055,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000166075,6,['9', '5', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000166115,4,['6', '3', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000166135,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166275,5,['15', '7', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000166295,5,['14', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000166315,2,['7', '0'],,,,,,,,,,,,,,,,,,,
GCA_000166335,3,['11', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000166355,4,['10', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166395,5,['10', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000166415,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000166455,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000166515,6,['12', '8', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000166635,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000166655,9,['4', '1', '1', '2', '1', '1', '1', '2', '0'],,,,,,,,,,,,
GCA_000166695,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000166775,3,['12', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000166935,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000168315,4,['7', '9', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000168355,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000168575,6,['11', '7', '8', '6', '1', '0'],,,,,,,,,,,,,,,
GCA_000168595,6,['11', '9', '6', '4', '2', '0'],,,,,,,,,,,,,,,
GCA_000168635,9,['9', '8', '6', '2', '4', '4', '3', '1', '0'],,,,,,,,,,,,
GCA_000168695,6,['12', '9', '8', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000168775,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000169195,9,['7', '7', '6', '11', '10', '5', '2', '1', '0'],,,,,,,,,,,,
GCA_000169215,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000170955,6,['4', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000171795,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000172575,6,['8', '6', '2', '3', '3', '0'],,,,,,,,,,,,,,,
GCA_000172635,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000174395,7,['8', '4', '10', '10', '4', '1', '0'],,,,,,,,,,,,,,
GCA_000174795,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000175095,6,['8', '3', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000175115,11,['12', '4', '2', '1', '1', '4', '3', '2', '1', '1', '0'],,,,,,,,,,
GCA_000175215,7,['3', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000175255,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000175295,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000175575,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000175935,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000176035,5,['5', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000176115,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000176835,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000176855,5,['7', '4', '3', '3', '0'],,,,,,,,,,,,,,,,
GCA_000176915,7,['12', '5', '5', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000176935,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000177195,10,['6', '2', '1', '2', '8', '3', '2', '1', '1', '0'],,,,,,,,,,,
GCA_000177235,5,['11', '8', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000177255,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000177535,3,['2', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000177615,4,['11', '4', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000177635,4,['11', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000177655,7,['5', '6', '4', '3', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000178115,6,['5', '4', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000178395,10,['10', '3', '3', '3', '3', '7', '5', '5', '2', '0'],,,,,,,,,,,
GCA_000178835,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000178875,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000178935,11,['3', '1', '1', '2', '1', '1', '1', '1', '1', '1', '0'],,,,,,,,,,
GCA_000178955,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000178975,5,['18', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000179015,7,['14', '6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000179035,7,['7', '3', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000179395,21,['5', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000179635,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000179915,5,['15', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000180175,5,['4', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000180515,4,['4', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000182585,4,['9', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000182745,4,['11', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000182835,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000182855,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000182875,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000183115,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000183135,4,['8', '7', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000183155,5,['10', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000183185,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000183225,4,['8', '4', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000183245,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000183285,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000183305,3,['5', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000183345,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000183365,4,['12', '8', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000183385,7,['6', '3', '1', '3', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000183405,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000183425,7,['6', '2', '1', '1', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000183645,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000183665,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000183725,8,['7', '2', '4', '13', '7', '2', '1', '0'],,,,,,,,,,,,,
GCA_000183745,5,['8', '6', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000183845,5,['12', '7', '3', '3', '0'],,,,,,,,,,,,,,,,
GCA_000183865,11,['7', '6', '6', '3', '3', '3', '3', '1', '1', '1', '0'],,,,,,,,,,
GCA_000183885,8,['11', '5', '3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000183905,6,['11', '8', '7', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000183925,6,['11', '3', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000183945,6,['10', '9', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000183965,7,['10', '7', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000184065,18,['3', '2', '2', '2', '1', '1', '2', '2', '1', '2', '1', '4', '6', '5', '2', '1', '1', '0'],,,
GCA_000184085,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000184185,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000184205,7,['5', '1', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000184325,4,['4', '3', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000184345,3,['16', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000184435,5,['4', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000184685,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000184705,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000184745,5,['9', '3', '3', '3', '0'],,,,,,,,,,,,,,,,
GCA_000184925,3,['9', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000185185,6,['8', '2', '2', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000185205,9,['7', '2', '2', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000185225,7,['4', '2', '1', '1', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000185245,6,['6', '6', '5', '3', '3', '0'],,,,,,,,,,,,,,,
GCA_000185745,7,['7', '4', '5', '6', '4', '3', '0'],,,,,,,,,,,,,,
GCA_000185805,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000185885,9,['7', '6', '9', '4', '3', '5', '2', '1', '0'],,,,,,,,,,,,
GCA_000185905,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000185965,6,['9', '2', '3', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000185985,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000186005,6,['15', '6', '5', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000186225,4,['9', '8', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000186245,4,['9', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000186265,5,['4', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000186345,2,['12', '0'],,,,,,,,,,,,,,,,,,,
GCA_000186385,5,['13', '3', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000186405,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000186585,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000186665,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000186725,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000186745,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000186885,8,['15', '11', '8', '6', '4', '3', '1', '0'],,,,,,,,,,,,,
GCA_000186985,5,['10', '6', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000187005,7,['6', '3', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000187205,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000187705,5,['6', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000187935,9,['9', '8', '7', '5', '1', '3', '1', '1', '0'],,,,,,,,,,,,
GCA_000188215,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000188315,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000188715,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000188735,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000188955,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000189295,8,['9', '10', '5', '3', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000189415,3,['7', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000189495,5,['5', '5', '5', '4', '0'],,,,,,,,,,,,,,,,
GCA_000189515,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000189535,4,['10', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000189735,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000189775,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000190435,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000190515,7,['12', '8', '7', '6', '3', '2', '0'],,,,,,,,,,,,,,
GCA_000190535,7,['12', '12', '4', '4', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000190555,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000190575,4,['12', '9', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000190595,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000190635,4,['14', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000190735,8,['7', '3', '3', '2', '3', '1', '1', '0'],,,,,,,,,,,,,
GCA_000191045,4,['7', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000191145,6,['4', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000191165,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000191425,11,['8', '7', '9', '4', '4', '5', '7', '5', '4', '4', '0'],,,,,,,,,,
GCA_000191445,8,['3', '9', '10', '4', '4', '1', '1', '0'],,,,,,,,,,,,,
GCA_000191465,11,['9', '11', '6', '5', '4', '4', '5', '7', '3', '1', '0'],,,,,,,,,,
GCA_000191485,11,['10', '10', '5', '6', '6', '5', '5', '4', '3', '3', '0'],,,,,,,,,,
GCA_000191505,12,['6', '3', '2', '4', '1', '4', '6', '12', '8', '3', '1', '0'],,,,,,,,,
GCA_000191525,17,['9', '4', '6', '7', '5', '6', '5', '4', '4', '3', '3', '3', '3', '1', '1', '1', '0'],,,,
GCA_000191545,7,['4', '3', '2', '2', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000191565,5,['10', '5', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000191785,5,['12', '8', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000191905,5,['5', '6', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000191925,5,['6', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000192105,2,['8', '0'],,,,,,,,,,,,,,,,,,,
GCA_000192315,7,['7', '4', '2', '1', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000192335,8,['7', '5', '2', '2', '1', '2', '1', '0'],,,,,,,,,,,,,
GCA_000192395,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000192635,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000192705,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000192725,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000192745,5,['8', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000192845,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000192865,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000192885,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000193185,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000193205,10,['4', '5', '4', '8', '8', '3', '2', '1', '1', '0'],,,,,,,,,,,
GCA_000193355,6,['13', '10', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000193395,6,['8', '6', '7', '15', '5', '0'],,,,,,,,,,,,,,,
GCA_000193435,5,['11', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000193595,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000194075,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000194115,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000194135,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000194605,5,['12', '6', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000194745,21,['9', '9', '6', '3', '3', '3', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000194765,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000194785,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000194805,5,['12', '7', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000195065,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000195085,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000195105,5,['8', '3', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000195275,4,['16', '9', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000195295,4,['10', '5', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000195315,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000195335,7,['12', '5', '7', '8', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000195395,8,['10', '8', '7', '9', '3', '2', '3', '0'],,,,,,,,,,,,,
GCA_000195435,9,['12', '6', '4', '8', '4', '5', '3', '1', '0'],,,,,,,,,,,,
GCA_000195515,9,['6', '5', '10', '9', '6', '5', '1', '1', '0'],,,,,,,,,,,,
GCA_000195535,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000195555,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000195575,11,['7', '6', '5', '3', '1', '3', '3', '2', '3', '1', '0'],,,,,,,,,,
GCA_000195675,8,['11', '2', '5', '3', '1', '2', '1', '0'],,,,,,,,,,,,,
GCA_000195695,8,['9', '6', '2', '3', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000195715,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000195735,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000195755,4,['6', '3', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000195775,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000195795,0,[],,,,,,,,,,,,,,,,,,,,
